"intitule","lieuTravail.libelle","lieuTravail.codePostal","romeCode","secteurActivite","codeNAF","typeContrat","salaire.libelle","dureeTravailLibelleConverti","experienceLibelle","formations.niveauLibelle","qualificationCode","qualificationLibelle","description"
"Techniciens Contentieux RCT - Juridique (H/F)","31 - TOULOUSE","31000","K1903","84","84.30A","CDI","Annuel de 25316.0 Euros à 25317.0 Euros sur 14.0 mois","Temps plein","Débutant accepté","Bac+2 ou équivalents","7","Technicien","La CPAM de la Haute-Garonne recrute deux Techniciens Contentieux (H/F) pour son service Juridique.  Localisation : Toulouse (proche métro François Verdier) Date prise de fonction : Février 2025 Contrat : CDI Temps plein : 39 h + RTT Rémunération : 25 316 € brut annuel (sur 14 mois)  Nos avantages :  + prime d'intéressement + mutuelle, titres restaurant, remboursement 75 % transport en commun, Comité d'Entreprise + horaires variables + forfait mobilité durable  Vous cherchez une mission qui a du sens, vous avez besoin de vous sentir utile, alors contribuez à une mission de service public !  Au sein d'une équipe d'une vingtaine de personnes, vous participerez aux missions suivantes :    Exploiter les bases de données de l'Assurance maladie et identifier les assurés et leur régime,   Créer et instruire les dossiers sur l'applicatif GRECOT,   Assurer l'analyse des signalements des accidents causés par un tiers et des pièces du dossier,   Analyser et déterminer les responsabilités,   Rédiger de courriers argumentés pour justifier la position de la CPAM,   Chiffrer les créances en exploitant notamment les rapports d'expertise médicale,   Assurer le recouvrement des créances,   Gérer les litiges,   Garantir la gestion des activités confiées dans le respect des échéances et des règles juridiques applicables au dossier,   Contribuer à la gestion efficace des dossiers en relations avec les partenaires internes (comptabilité, services production, service médical.) et externes (compagnies d'assurance .).  Ce travail vous correspond si vous :   Analyser des courriers, des documents médicaux, administratifs et juridiques.   Concevoir et rédiger un argumentaire juridique.   Appliquer les procédures et les modes opératoires définis en se référant à la documentation mise à disposition.   Organiser votre temps de travail, en autonomie, en tenant compte des priorités, des variations de la charge de travail et des       objectifs fixés.   Maîtriser l'utilisation des outils informatiques et bureautiques utiles à votre domaine d'activité.   Travailler en équipe et vous rendre disponible pour faire face aux contraintes d'organisation inhérentes aux activités de l'ensemble du service.  Vous avez envie de participer à une aventure collective où les valeurs de solidarité et d'entraide sont fortes, rejoignez-nous !  Date limite des candidatures : Vendredi 10 janvier 2025 Formation souhaitée : BAC + 2 filière juridique  Vous serez accompagné(e) dans votre prise de poste pour appréhender l'ensemble de vos missions.  Politique diversité : Nous portons une attention particulière, à compétences égales, aux candidatures des personnes en situation de handicap. Des aménagements de postes sont proposés selon la situation de travail propre à chaque collaborateur ayant la Reconnaissance de la Qualité de Travailleur Handicapé.  Dans le cadre de la responsabilité sociétale des entreprises, la CPAM de la Haute-Garonne a la volonté de réduire son empreinte carbone en encourageant le recours aux moyens de mobilité douce par les salariés. Aussi, un accord instaurant un forfait mobilités durables a été mis en place. La CPAM 31 est également engagée dans une démarche pro-vélo.  PSSI : Le candidat retenu devra se conformer aux exigences de la Politique de Sécurité du Système d'Information de l'organisme.  La mention d'information relative au traitement destiné à la gestion des recrutements est accessible via https://www.ameli.fr/sites/default/files/mention_information_offre_poste_120721.pdf  Sans retour de notre part d'ici le 24 janvier, veuillez considérer que votre profil n'était pas en totale adéquation avec les attendus du poste.  Processus recrutement : un entretien et des tests (cas pratique) avec les responsables recruteurs."
"Chargé / Chargée d'intervention sociale et juridique - MJPM (H/F)","74 - ANNEMASSE","74100","K1201","88","88.99B","CDI","Mensuel de 2156.0 Euros sur 12.0 mois","Temps plein","Débutant accepté","Bac+3, Bac+4 ou équivalents","6","Employé qualifié","Nous vous proposons un poste qui privilégie esprit d'équipe et organisation de votre activité en autonomie en qualité de mandataire délégué.  L'ATMP de la Haute-Savoie est désignée par le juge afin d'exercer des mesures de protection juridique.  A cet effet, nous engageons les actions nécessaires à l'ouverture et au maintien des droits des personnes protégées ainsi qu'à la défense de leurs intérêts dans le respect de leur volonté et des obligations légales.   En collaboration avec les assistantes tutélaires vous gérez les mesures de protection juridique des personnes protégées sur tous les volets : patrimoine, social, et juridique. Vous savez faire preuve d'écoute en favorisant la participation des personnes protégées. Votre formation ou expérience vous permet d'identifier avec elles leurs besoins. Vous coordonnez les interventions autour de la personne protégée.  Profil : Juriste, assistant social, CESF, éducateur spécialisé"
"Formaliste juridique (H/F)","Principauté de Monaco","N/A","K1902","66","66.19B","CDI","Mensuel de 2000.0 Euros sur 12.0 mois","Temps plein","3 An(s)","N/A","6","Employé qualifié","Notre Multi Family Office SAM recrute un(e) formaliste juridique afin de renforcer le département Juridique.  Au sein d'un équipe soudée et motivée, vous aurez pour missions :  LES MISSIONS : - Réalisation de l'ensemble des formalités juridiques consistant au rassemblement de l'ensemble des documents nécessaires jusqu'au dépôt et au suivi des dossiers ; - Être le point de contact avec les administrations monégasques et françaises ; - Coordination des professionnels dans le cadre de traduction et légalisation de documents juridiques ; - Gestion des documents légaux et leur tenue à jour,  - Tenue des différents registres d'actionnaires et associés ; - Veille juridique ; - Archivage des documents juridiques ;  LE PROFIL RECHERCHE :  - Organisation, fiabilité, polyvalence, implication et bonne communication ; - Rigueur, méthode, prise d'initiatives, sens des responsabilités et des détails ; - Capacités d'écoute et de communication ; - Professionnalisme et confidentialité de rigueur à tout moment ; - Une première expérience réussie sur un poste similaire.  LES COMPETENCES REQUISES  - DUT Droit ou Carrières Juridiques ou BTS administratif Ou licence de Droit ; - Bonne maitrise des outils de bureautique ; - Bonne maitrise du Pack Office ; - Excellentes connaissances des formalités juridiques applicables en France et à Monaco ; - Capacités d'interprétation, d'analyse et de synthèse des acres juridiques (statuts, procès-verbaux, pacte d'actionnaires, contrats juridiques, etc.).  LANGUES Français courant requis Anglais souhaité"
"Assistant / Assistante de service juridique (H/F)","06 - NICE CENTRE","06000","M1612","66","66.19B","CDI","Mensuel de 2200.0 Euros sur 12.0 mois","Temps plein","5 An(s)","N/A","6","Employé qualifié","Notre Multi Family Office recrute un(e) Assistant(e) Juridique afin de renforcer le département Juridique.  Au sein d'un équipe soudée et motivée, vous aurez pour missions :  LES MISSIONS :  - Assurer et réaliser l'appui administratif des dossiers clients : rechercher et rassembler les pièces administratives ; - Effectuer des recherches documentaires et les transmettre ou les exploiter ; - Assister l'équipe Juridique dans la rédaction d'actes juridiques divers, et notamment des courriers, relances, mises en demeure ; - Assurer la veille juridique de l'équipe.   LE PROFIL RECHERCHE :   - Organisation, fiabilité, polyvalence, implication et bonne communication ; - Rigueur, méthode, prise d'initiatives, sens des responsabilités et des détails ; - Capacités d'écoute et de communication ; - Professionnalisme et confidentialité de rigueur à tout moment ; - Une expérience de 5 ans minimum sur un poste similaire requise.   LES COMPETENCES REQUISES   - DUT Droit ou Carrières Juridiques ou BTS administratif ; - Bonne maitrise des outils de bureautique ; - Bonne maitrise du Pack Office ; - Bonne expression écrite et orale.  LANGUES  Français et Anglais courant requis"
"Assistant juridique H/F (H/F)","33 - BORDEAUX","33000","M1612","78","78.20Z","MIS","N/A","Temps plein","12 Mois","N/A","6","Employé qualifié","JOB LINK recrute pour un ses clients, opérateur public de l'habitat :  Assistant juridique - H/F Pôle juridique Bordeaux  Le poste :   Vous interviendrez au sein du pôle juridique dans une équipe composée de 4 personnes. Votre rôle sera d'assurer l'assistanat administratif en lien avec les marchés publics, en soutien de l'équipe de juristes.   Missions principales  Tenue du secrétariat téléphonique et physique de la cellule, Tenue du secrétariat des réunions afférentes aux différentes procédures en rédigeant les pièces nécessaires à leur bon déroulé (ordres du jour, procès-verbaux). Collecte des analyses auprès des services demandeurs dans les délais requis, en soutien du juriste concerné, Suivi des tableaux de bord relatifs à l'activité de la cellule, Assistance de la cellule dans la mise en place et l'évolution d'outils transversaux Gestion des tâches afférentes à l'exécution des contrats (sous-traitance, notification des procès-verbaux de réception et de levée de réserve, archivage).  Pour vous en dire un peu plus.... Lieu : Bordeaux Mission à pourvoir dès que possible Salaire : 1950€ b/mois + tickets restaurants + salaire sur 13 mois + prime d'intéressement + télétravail  Vous êtes issu d'une formation en assistanat juridique ou administratif. Vous avez déjà occupé un poste similaire au sein d'une collectivité ou d'un bailleur social. Vous attestez de connaissances sur la réglementation en matière de commande publique. Vous faites preuve de rigueur. Vous avez une bonne capacité de synthèse, de communication et d'adaptation. Et vos capacités rédactionnelles ne sont plus à démontrer."
"Assistant(e) juridique (H/F)","75 - Paris 7e Arrondissement","75007","M1612","85","85.59A","CDD","Mensuel de 2600.0 Euros sur 12.0 mois","Temps plein","Débutant accepté","Bac+5 et plus ou équivalents","5","Employé non qualifié","Organisme de formation issu d'un syndicat patronal, dispensant des formations sur l'ensemble du territoire national de la branche professionnelle de l'hôtellerie / restauration, recherche un(e) assistant(e) juridique.  Basé(e) à Paris, vos missions principales consisteront à : - Rédaction de documents préparatoires ; - Travaux préparatoires à des réunions ; - Réalisation de recherches juridiques et rassemblement de pièces pour constituer les dossiers ; - Autres tâches liées au service juridique.  Profil recherché : - Vous êtes diplômé(e) d'un Master en droit. - Une connaissance en droit social serait un atout apprécié.  Rémunération : 2600€ brut / mois Durée du contrat : 6 mois Prise de poste prévue : janvier 2025 Avantages : Tickets Restaurants + Mutuelle"
"Secrétaire juridique","75 - PARIS 17","75017","M1612","78","78.20Z","CDI","Mensuel de 2450.0 Euros à 2500.0 Euros sur 13.0 mois","Temps plein","3 An(s)","N/A","6","Employé qualifié","GITEC recrute un secrétaire juridique H/F pour intégrer l'un de ses clients basé à Paris pour un poste à pourvoir en cdi. Vos missions principales sont les suivantes: - Gestion informatique des dossiers. - Frappe et envoi de lettres types. - Courriers dictés. - Préparation et suivi des commissions. - Numérisation, gestion de emails et de GED."
"Secrétaire juridique (H/F)","01 - BOURG EN BRESSE","01000","M1612","69","69.10Z","CDI","Mensuel de 1801.80 Euros sur 12 mois","Temps plein","Débutant accepté","Bac+2 ou équivalents","6","Employé qualifié","L'étude Ahres, étude de commissaires de justice sise à Bourg-en-Bresse est à la recherche de collaborateurs pour rejoindre son équipe composée de 5 commissaires de justices associés, 1 commissaire de justice salarié ainsi que 13 collaborateurs.  Après une période de formation, vous aurez  pour mission principale de préparer des actes, d'accueillir les personnes téléphoniquement et physiquement et d'accomplir des tâches administratives. Parmi vos qualités : maîtrise du français, rigueur et organisation  Si vous possédez une base juridique c'est un plus.  Salaire négociable selon l'expérience. Pas de télétravail possible."
"Assistant juridique (H/F)","33 - BORDEAUX","33000","M1612","78","78.20Z","CDI","Annuel de 32000.0 Euros à 36000.0 Euros sur 12.0 mois","Temps plein","3 An(s)","N/A","2","Ouvrier spécialisé","Notre client, notoire dans le logement sur la région bordelaise, recherche son Gestionnaire Marchés Publics H/F. Au sein du pôle juridique et d'une équipe de 4 personnes, vous apportez une expertise sur la commande publique aux opérationnels dans la formalisation de leur commande et la définition de leurs besoins.    Vos principales missions seront de :  -Choisir et appliquer la procédure de passation de la commande dans le respect de la réglementation en vigueur et des délais tant internes qu'externes, en travaillant la définition des besoins avec les opérationnels,  -Assurer la sécurité juridique de la commande sur la forme (choix de la procédure de consultation, rédaction des pièces, analyse des offres, notification du marché etc ... ),  -Piloter avec l'assistante administrative du service la gestion des tâches annexes afférentes à l'exécution des contrats,  -Participer à l'élaboration, faire appliquer les procédures de contrôle interne et remonter les dysfonctionnements éventuels,   Se tenir informé(e) de l'évolution des règles juridiques applicables à la commande publique pour respecter et optimiser leur application.  Vous avez suivi une formation juridique supérieure en droit public, droit de l'urbanisme ou de la commande publique et justifiez d'au moins 3 ans d'expérience en entreprise ou au sein d'une collectivité.  Vous possédez de solides compétences en droit de la commande publique et vous faites preuve d'une capacité de recherche et d'analyse vous permettant d'être force de proposition.      "
"Assistant / Assistante de cabinet juridique","67 - STRASBOURG","67000","M1612","69","69.20Z","CDI","N/A","Temps plein","3 An(s) - sur poste similaire","Bac ou équivalent","5","Employé non qualifié","Vous accompagnez, en lien avec les managers et la direction, une clientèle diversifiée à dimension internationale en matière juridique. En tant qu'interlocuteur privilégié et de proximité, vous serez amené à conseiller les dirigeants dans leurs problématiques récurrentes en matière juridique, fiscale et sociale. Vous assurez une veille permanente dans les matières juridiques touchant les missions du cabinet.  En droit des sociétés, vous accompagnez et conseillez nos clients, de la création juridique de leurs structures à la liquidation de celles-ci. Vous participez à nos projets de développement.  En droit fiscal, vous réalisez des travaux de recherches et consultations. Vous participez à la campagne fiscale des particuliers français et étrangers. Vous assistez et conseillez nos clients en droit social. Votre profil: Vous avez obligatoirement des connaissances en droit des affaires ou droit des sociétés. Vous avez 3 ans d'expérience minimum dans le domaine du secrétariat juridique au sein d'un cabinet d'expertise comptable ou d'un cabinet d'avocats. Une bonne compréhension et expression de la langue allemande est requise. La maîtrise de l'anglais est un plus.  Nos avantages: télétravail, horaires semi-flexibles, tickets restaurant, espace déjeuner et salle de repos."
"Secrétariat juridique et suivi de dossiers (H/F)","25 - HERIMONCOURT","25310","M1612","69","69.10Z","CDD","Mensuel de 2100.00 Euros sur 12.0 mois","Temps plein","Débutant accepté - Si diplômé(e) BAC +2","Bac+2 ou équivalents","6","Employé qualifié","Idéalement de formation juridique, vous êtes une personne motivée, dynamique, organisée, rigoureuse, qui a envie d'apprendre un nouveau métier et intégrer une équipe au sein d'une étude d'Huissier de Justice.  Vous maitrisez l'informatique et les réseaux sociaux. En autonomie vous apprendrez à gérer un portefeuille unique de dossiers et assurerez diverses tâches associées aux suivis d'une procédure dont le recouvrement. En équipe, vous participerez au secrétariat juridique et à l'accueil téléphonique et physique de l'Etude. Bac+2 juridique ou expérience juridique exigée Une formation préalable au recrutement pourra vous être proposée."
"Assistant juridique (F/H)","44 - Chapelle-sur-Erdre","44240","K1903","78","78.20Z","MIS","Annuel de 50000.0 Euros sur 12.0 mois","Temps plein","3 An(s)","Bac+5 et plus ou équivalents","9","Cadre","Rattaché au Responsable du Service, vous prenez en charge les missions suivantes:  - être l'expert sur des questions transverses de droit de l'environnement, de l'énergie et de l'urbanisme liées au projets de construction ou de modifications d'ouvrages, en mer et à terre - animer les réunions de sensibilisation et d'information juridique - être l'appui des équipes opérationnelles dans leurs relations avec mes tiers, administrations ou collectivités - être l'appui de la Direction Commerciale  Cette liste n'est pas limitative, vous jouez un rôle clé de support aux décisions stratégiques du groupe."
"Secrétaire juridique (H/F)","92 - CLICHY","92110","M1612","78","78.20Z","CDD","Annuel de 25000.0 Euros à 28000.0 Euros sur 13.0 mois","Temps plein","6 Mois","N/A","6","Employé qualifié","Missions : Intégré(e) dans une structure institutionnelle, vous serez en charge des dossiers contentieux : - Instruction et préparation de dossier - Rédaction de courriers/notes/décisions sur des sujets professionnelle - Réponse aux sollicitations auprès du réseau - Rédaction de procès-verbaux et rédaction de comptes rendus  Profil : Diplômé(e) d'un bac +2/+3, vous avez une expérience significative sur ce même type de poste. Vous avez déjà rédigé des mémos et vous êtes doté(e) d'un bon esprit d'analyse."
